"ind_date_anchor","ind_obs_note","ind_place","ind_num_Death: Overdose Death","ind_num_Death: Illicit Opioid Overdose","ind_num_CSRS: Patients Receiving Buprenorphine","ind_num_CSRS: Patients Receiving Opioids","ind_num_DMH: Treatment Services","ind_num_DSS: Foster Care due to Parental SU","ind_num_ED Visits: Overdose ED Visit","ind_denom_Death: Overdose Death","ind_denom_Death: Illicit Opioid Overdose","ind_denom_CSRS: Patients Receiving Buprenorphine","ind_denom_CSRS: Patients Receiving Opioids","ind_denom_DMH: Treatment Services","ind_denom_DSS: Foster Care due to Parental SU","ind_denom_ED Visits: Overdose ED Visit","ind_rate_Death: Overdose Death","ind_rate_Death: Illicit Opioid Overdose","ind_rate_CSRS: Patients Receiving Buprenorphine","ind_rate_CSRS: Patients Receiving Opioids","ind_rate_DMH: Treatment Services","ind_rate_DSS: Foster Care due to Parental SU","ind_rate_ED Visits: Overdose ED Visit"
"2023",NA,"Pitt",72,62,1008,21180,912,90,378,175119,72,173481,173481,175119,234,175119,41.1,86.111111111,0.581043457,12.208829785,520.788720813,38.461538462,215.9
"2023",NA,"Polk",4,4,133,2240,74,25,21,20060,4,19559,19559,20060,58,20060,19.9,100,0.679993865,11.452528248,368.89332004,43.103448276,104.7
"2023",NA,"Randolph",92,77,760,16200,1048,176,355,147458,92,144836,144836,147458,256,147458,62.4,83.695652174,0.52473142,11.185064487,710.710846478,68.75,240.7
"2023",NA,"Richmond",42,34,749,6812,602,46,224,42324,42,42681,42681,42324,140,42324,99.2,80.952380952,1.75487922,15.960263349,1422.36083546,32.857142857,529.3
"2023",NA,"Robeson",118,88,1278,20248,1779,435,373,117365,118,116450,116450,117365,587,117365,100.5,74.576271186,1.097466724,17.387720052,1515.784092361,74.105621806,317.8
"2023",NA,"Rockingham",59,43,761,13691,643,64,214,92518,59,91649,91649,92518,231,92518,63.8,72.881355932,0.830341848,14.938515423,694.999891913,27.705627706,231.3
"2023",NA,"Rowan",121,106,1097,18697,1011,73,362,151661,121,150714,150714,151661,294,151661,79.8,87.603305785,0.727868678,12.405615935,666.618313212,24.829931973,238.7
"2023",NA,"Rutherford",47,37,567,10043,534,131,189,65507,47,64176,64176,65507,200,65507,71.7,78.723404255,0.883507853,15.649152331,815.180057093,65.5,288.5
"2023",NA,"Sampson",23,14,273,8963,207,26,97,59601,23,58978,58978,59601,136,59601,38.6,60.869565217,0.462884465,15.197192173,347.309608899,19.117647059,162.7
"2023",NA,"Scotland",18,12,312,5227,416,16,113,34376,18,33603,33603,34376,106,34376,52.4,66.666666667,0.928488528,15.555158766,1210.146613917,15.094339623,328.7
"2023",NA,"Stanly",30,17,460,9300,370,30,122,65699,30,63228,63228,65699,74,65699,45.7,56.666666667,0.72752578,14.708673373,563.174477542,40.540540541,185.7
"2023",NA,"Stokes",25,17,274,6796,293,57,79,45532,25,45237,45237,45532,130,45532,54.9,68,0.605698875,15.023100559,643.503470087,43.846153846,173.5
"2023",NA,"Surry",36,27,623,11107,510,86,116,71462,36,71250,71250,71462,144,71462,50.4,75,0.874385965,15.58877193,713.66600431,59.722222222,162.3
"2023",NA,"Swain",17,13,303,2986,111,47,27,13916,17,13892,13892,13916,61,13916,122.2,76.470588235,2.181111431,21.494385258,797.643000862,77.049180328,194
"2023",NA,"Transylvania",9,6,359,4568,228,44,42,33549,9,32917,32917,33549,68,33549,26.8,66.666666667,1.090621867,13.877327825,679.602968792,64.705882353,125.2
"2023",NA,"Tyrrell",0,0,22,395,13,1,6,3461,0,3358,3358,3461,8,3461,0,0,0.655151876,11.762954139,375.613984398,12.5,173.4
"2023",NA,"Union",65,55,616,26481,505,84,276,256452,65,250814,250814,256452,198,256452,25.3,84.615384615,0.245600325,10.558023077,196.917941759,42.424242424,107.6
"2023",NA,"Vance",26,21,308,5966,513,25,79,42301,26,41298,41298,42301,78,42301,61.5,80.769230769,0.745798828,14.446220156,1212.737287535,32.051282051,186.8
"2023",NA,"Wake",233,174,2977,122693,2606,47,1155,1190275,233,1171331,1171331,1190275,576,1190275,19.6,74.678111588,0.254155316,10.474665146,218.941001029,8.159722222,97
"2023",NA,"Warren",7,4,63,1693,77,1,16,18836,7,18680,18680,18836,11,18836,37.2,57.142857143,0.337259101,9.063169165,408.791675515,9.090909091,84.9
"2023",NA,"Washington",3,1,74,1918,44,0,7,10713,3,10595,10595,10713,34,10713,28,33.333333333,0.698442662,18.102878716,410.715952581,0,65.3
"2023",NA,"Watauga",12,7,224,4021,234,50,44,54748,12,54736,54736,54748,85,54748,21.9,58.333333333,0.409237065,7.34617071,427.41287353,58.823529412,80.4
"2023",NA,"Wayne",40,32,325,14971,599,34,147,118686,40,116614,116614,118686,94,118686,33.7,80,0.27869724,12.838081191,504.693055626,36.170212766,123.9
"2023",NA,"Wilkes",30,19,920,9625,1139,174,131,66013,30,65691,65691,66013,279,66013,45.4,63.333333333,1.400496263,14.65193101,1725.417720752,62.365591398,198.4
"2023",NA,"Wilson",48,37,242,10111,436,3,154,78970,48,78636,78636,78970,56,78970,60.8,77.083333333,0.307747088,12.857978534,552.108395593,5.357142857,195
"2023",NA,"Yadkin",22,19,366,5770,323,47,69,37774,22,37329,37329,37774,86,37774,58.2,86.363636364,0.980470948,15.457151276,855.085508551,54.651162791,182.7
"2023",NA,"Yancey",8,3,299,2869,210,28,17,18938,8,18415,18415,18938,50,18938,42.2,37.5,1.623676351,15.57969047,1108.881613687,56,89.8
"2024",NA,"Alamance",NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,179165,NA,NA,NA,NA,NA,NA,121.1
"2024",NA,"Alexander",NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,36473,NA,NA,NA,NA,NA,NA,134.3
"2024",NA,"Alleghany",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11342,NA,NA,NA,NA,NA,NA,44.1
"2024",NA,"Anson",NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,21897,NA,NA,NA,NA,NA,NA,150.7
"2024",NA,"Ashe",NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,27063,NA,NA,NA,NA,NA,NA,70.2
"2024",NA,"Avery",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,17561,NA,NA,NA,NA,NA,NA,68.3
"2024",NA,"Beaufort",NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,44481,NA,NA,NA,NA,NA,NA,177.6
"2024",NA,"Bertie",NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,16922,NA,NA,NA,NA,NA,NA,100.5
"2024",NA,"Bladen",NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,29484,NA,NA,NA,NA,NA,NA,149.2
"2024",NA,"Brunswick",NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,159964,NA,NA,NA,NA,NA,NA,61.3
"2024",NA,"Buncombe",NA,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,275901,NA,NA,NA,NA,NA,NA,122.1
"2024",NA,"Burke",NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,88338,NA,NA,NA,NA,NA,NA,160.7
"2024",NA,"Cabarrus",NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,240016,NA,NA,NA,NA,NA,NA,100.4
"2024",NA,"Caldwell",NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,80574,NA,NA,NA,NA,NA,NA,184.9
"2024",NA,"Camden",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11137,NA,NA,NA,NA,NA,NA,53.9
"2024",NA,"Carteret",NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,69615,NA,NA,NA,NA,NA,NA,87.6
"2024",NA,"Caswell",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,22807,NA,NA,NA,NA,NA,NA,57
"2024",NA,"Catawba",NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,164645,NA,NA,NA,NA,NA,NA,140.3
"2024",NA,"Chatham",NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,81624,NA,NA,NA,NA,NA,NA,42.9
"2024",NA,"Cherokee",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,29959,NA,NA,NA,NA,NA,NA,36.7
"2024",NA,"Chowan",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,13891,NA,NA,NA,NA,NA,NA,108
"2024",NA,"Clay",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,11864,NA,NA,NA,NA,NA,NA,25.3
"2024",NA,"Cleveland",NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,101378,NA,NA,NA,NA,NA,NA,151.9
"2024",NA,"Columbus",NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,50121,NA,NA,NA,NA,NA,NA,53.9
"2024",NA,"Craven",NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,102391,NA,NA,NA,NA,NA,NA,107.4
"2024",NA,"Cumberland",NA,NA,NA,NA,NA,NA,453,NA,NA,NA,NA,NA,NA,337890,NA,NA,NA,NA,NA,NA,134.1
"2024",NA,"Currituck",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,31593,NA,NA,NA,NA,NA,NA,44.3
"2024",NA,"Dare",NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,38110,NA,NA,NA,NA,NA,NA,89.2
"2024",NA,"Davidson",NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,174804,NA,NA,NA,NA,NA,NA,148.2
"2024",NA,"Davie",NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,44599,NA,NA,NA,NA,NA,NA,85.2
"2024",NA,"Duplin",NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,49520,NA,NA,NA,NA,NA,NA,147.4
"2024",NA,"Durham",NA,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,336892,NA,NA,NA,NA,NA,NA,138.9
"2024",NA,"Edgecombe",NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,48832,NA,NA,NA,NA,NA,NA,192.5
"2024",NA,"Forsyth",NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,392921,NA,NA,NA,NA,NA,NA,138.7
"2024",NA,"Franklin",NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,77001,NA,NA,NA,NA,NA,NA,93.5
"2024",NA,"Gaston",NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,237242,NA,NA,NA,NA,NA,NA,169.4
"2024",NA,"Gates",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,10343,NA,NA,NA,NA,NA,NA,48.3
"2024",NA,"Graham",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,8052,NA,NA,NA,NA,NA,NA,62.1
"2024",NA,"Granville",NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,62192,NA,NA,NA,NA,NA,NA,90
"2024",NA,"Greene",NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,20530,NA,NA,NA,NA,NA,NA,92.5
"2024",NA,"Guilford",NA,NA,NA,NA,NA,NA,811,NA,NA,NA,NA,NA,NA,549866,NA,NA,NA,NA,NA,NA,147.5
"2024",NA,"Halifax",NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,47298,NA,NA,NA,NA,NA,NA,156.5
"2024",NA,"Harnett",NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,141477,NA,NA,NA,NA,NA,NA,108.9
"2024",NA,"Haywood",NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,62969,NA,NA,NA,NA,NA,NA,90.5
"2024",NA,"Henderson",NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,119230,NA,NA,NA,NA,NA,NA,67.9
"2024",NA,"Hertford",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,19453,NA,NA,NA,NA,NA,NA,72
"2024",NA,"Hoke",NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,54446,NA,NA,NA,NA,NA,NA,95.5
"2024",NA,"Hyde",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,4607,NA,NA,NA,NA,NA,NA,151.9
"2024",NA,"Iredell",NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,199710,NA,NA,NA,NA,NA,NA,77.6
"2024",NA,"Jackson",NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,44574,NA,NA,NA,NA,NA,NA,78.5
"2024",NA,"Johnston",NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,241955,NA,NA,NA,NA,NA,NA,72.7
"2024",NA,"Jones",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,9401,NA,NA,NA,NA,NA,NA,117
"2024",NA,"Lee",NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,67059,NA,NA,NA,NA,NA,NA,98.4
"2024",NA,"Lenoir",NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,54895,NA,NA,NA,NA,NA,NA,105.7
"2024",NA,"Lincoln",NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,95675,NA,NA,NA,NA,NA,NA,126.5
"2024",NA,"Macon",NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,38412,NA,NA,NA,NA,NA,NA,62.5
"2024",NA,"Madison",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,22071,NA,NA,NA,NA,NA,NA,58.9
"2024",NA,"Martin",NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,21447,NA,NA,NA,NA,NA,NA,74.6
"2024",NA,"McDowell",NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,44893,NA,NA,NA,NA,NA,NA,149.2
"2024",NA,"Mecklenburg",NA,NA,NA,NA,NA,NA,1380,NA,NA,NA,NA,NA,NA,1163701,NA,NA,NA,NA,NA,NA,118.6
"2024",NA,"Mitchell",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,14999,NA,NA,NA,NA,NA,NA,66.7
"2024",NA,"Montgomery",NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,26085,NA,NA,NA,NA,NA,NA,107.3
"2024",NA,"Moore",NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,106898,NA,NA,NA,NA,NA,NA,96.4
"2024",NA,"Nash",NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,96551,NA,NA,NA,NA,NA,NA,118.1
"2024",NA,"NC",NA,NA,NA,NA,NA,NA,12396,NA,NA,NA,NA,NA,NA,10835491,NA,NA,NA,NA,NA,NA,114.4
"2024",NA,"New Hanover",NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,238852,NA,NA,NA,NA,NA,NA,76.2
"2024",NA,"Northampton",NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,16715,NA,NA,NA,NA,NA,NA,119.7
"2024",NA,"Onslow",NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,213676,NA,NA,NA,NA,NA,NA,100.2
"2024",NA,"Orange",NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,150626,NA,NA,NA,NA,NA,NA,59.1
"2024",NA,"Pamlico",NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,12423,NA,NA,NA,NA,NA,NA,144.9
"2024",NA,"Pasquotank",NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,41444,NA,NA,NA,NA,NA,NA,125.5
"2024",NA,"Pender",NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,68521,NA,NA,NA,NA,NA,NA,75.9
"2024",NA,"Perquimans",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,13377,NA,NA,NA,NA,NA,NA,52.3
"2024",NA,"Person",NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,39737,NA,NA,NA,NA,NA,NA,183.7
"2024",NA,"Pitt",NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,175119,NA,NA,NA,NA,NA,NA,115.9
"2024",NA,"Polk",NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,20060,NA,NA,NA,NA,NA,NA,79.8
"2024",NA,"Randolph",NA,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,147458,NA,NA,NA,NA,NA,NA,184.5
"2024",NA,"Richmond",NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,42324,NA,NA,NA,NA,NA,NA,359.1
"2024",NA,"Robeson",NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,117365,NA,NA,NA,NA,NA,NA,225.8
"2024",NA,"Rockingham",NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,92518,NA,NA,NA,NA,NA,NA,163.2
"2024",NA,"Rowan",NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,151661,NA,NA,NA,NA,NA,NA,153.6
"2024",NA,"Rutherford",NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,65507,NA,NA,NA,NA,NA,NA,222.9
"2024",NA,"Sampson",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,59601,NA,NA,NA,NA,NA,NA,159.4
"2024",NA,"Scotland",NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,34376,NA,NA,NA,NA,NA,NA,360.7
"2024",NA,"Stanly",NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,65699,NA,NA,NA,NA,NA,NA,137
"2024",NA,"Stokes",NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,45532,NA,NA,NA,NA,NA,NA,101
"2024",NA,"Surry",NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,71462,NA,NA,NA,NA,NA,NA,131.5
"2024",NA,"Swain",NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,13916,NA,NA,NA,NA,NA,NA,136.5
"2024",NA,"Transylvania",NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,33549,NA,NA,NA,NA,NA,NA,65.6
"2024",NA,"Tyrrell",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3461,NA,NA,NA,NA,NA,NA,144.5
"2024",NA,"Union",NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,256452,NA,NA,NA,NA,NA,NA,62
"2024",NA,"Vance",NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,42301,NA,NA,NA,NA,NA,NA,172.6
"2024",NA,"Wake",NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,1190275,NA,NA,NA,NA,NA,NA,70.2
"2024",NA,"Warren",NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,18836,NA,NA,NA,NA,NA,NA,84.9
"2024",NA,"Washington",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10713,NA,NA,NA,NA,NA,NA,28
"2024",NA,"Watauga",NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,54748,NA,NA,NA,NA,NA,NA,40.2
"2024",NA,"Wayne",NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,118686,NA,NA,NA,NA,NA,NA,83.4
"2024",NA,"Wilkes",NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,66013,NA,NA,NA,NA,NA,NA,148.5
"2024",NA,"Wilson",NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,78970,NA,NA,NA,NA,NA,NA,152
"2024",NA,"Yadkin",NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,37774,NA,NA,NA,NA,NA,NA,135
"2024",NA,"Yancey",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,18938,NA,NA,NA,NA,NA,NA,42.2
"2024","Partial year: n=0 at 4/12 months","Alleghany",0,0,NA,NA,NA,NA,NA,11342,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Chowan",0,0,NA,NA,NA,NA,NA,13891,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Hyde",0,0,NA,NA,NA,NA,NA,4607,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Jones",0,0,NA,NA,NA,NA,NA,9401,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Mitchell",0,0,NA,NA,NA,NA,NA,14999,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Polk",0,0,NA,NA,NA,NA,NA,20060,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=0 at 4/12 months","Washington",0,0,NA,NA,NA,NA,NA,10713,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Bertie",3,3,NA,NA,NA,NA,NA,16922,3,NA,NA,NA,NA,NA,17.7,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Camden",3,NA,NA,NA,NA,NA,NA,11137,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Caswell",3,3,NA,NA,NA,NA,NA,22807,3,NA,NA,NA,NA,NA,13.2,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Clay",3,3,NA,NA,NA,NA,NA,11864,3,NA,NA,NA,NA,NA,25.3,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Gates",3,3,NA,NA,NA,NA,NA,10343,3,NA,NA,NA,NA,NA,29,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Hertford",3,NA,NA,NA,NA,NA,NA,19453,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Madison",3,NA,NA,NA,NA,NA,NA,22071,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Perquimans",3,3,NA,NA,NA,NA,NA,13377,3,NA,NA,NA,NA,NA,22.4,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Tyrrell",3,3,NA,NA,NA,NA,NA,3461,3,NA,NA,NA,NA,NA,86.7,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1 at 4/12 months","Warren",3,3,NA,NA,NA,NA,NA,18836,3,NA,NA,NA,NA,NA,15.9,100,NA,NA,NA,NA,NA
"2024","Partial year: n=1,071 at 4/12 months","NC",3213,NA,NA,NA,NA,NA,NA,10835491,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Anson",6,6,NA,NA,NA,NA,NA,21897,6,NA,NA,NA,NA,NA,27.4,100,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Ashe",6,NA,NA,NA,NA,NA,NA,27063,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Graham",6,NA,NA,NA,NA,NA,NA,8052,NA,NA,NA,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Greene",6,NA,NA,NA,NA,NA,NA,20530,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Martin",6,6,NA,NA,NA,NA,NA,21447,6,NA,NA,NA,NA,NA,28,100,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Pamlico",6,NA,NA,NA,NA,NA,NA,12423,NA,NA,NA,NA,NA,NA,48.3,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Swain",6,NA,NA,NA,NA,NA,NA,13916,NA,NA,NA,NA,NA,NA,43.1,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=2 at 4/12 months","Yancey",6,NA,NA,NA,NA,NA,NA,18938,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Alexander",9,NA,NA,NA,NA,NA,NA,36473,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Avery",9,9,NA,NA,NA,NA,NA,17561,9,NA,NA,NA,NA,NA,51.2,100,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Carteret",9,NA,NA,NA,NA,NA,NA,69615,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Currituck",9,NA,NA,NA,NA,NA,NA,31593,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Davie",9,NA,NA,NA,NA,NA,NA,44599,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Macon",9,NA,NA,NA,NA,NA,NA,38412,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Montgomery",9,NA,NA,NA,NA,NA,NA,26085,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Northampton",9,NA,NA,NA,NA,NA,NA,16715,NA,NA,NA,NA,NA,NA,53.8,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Pasquotank",9,9,NA,NA,NA,NA,NA,41444,9,NA,NA,NA,NA,NA,21.7,100,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Transylvania",9,NA,NA,NA,NA,NA,NA,33549,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=3 at 4/12 months","Yadkin",9,9,NA,NA,NA,NA,NA,37774,9,NA,NA,NA,NA,NA,23.8,100,NA,NA,NA,NA,NA
"2024","Partial year: n=4 at 4/12 months","Cherokee",12,NA,NA,NA,NA,NA,NA,29959,NA,NA,NA,NA,NA,NA,40.1,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=4 at 4/12 months","Dare",12,NA,NA,NA,NA,NA,NA,38110,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA
"2024","Partial year: n=4 at 4/12 months","Duplin",12,12,NA,NA,NA,NA,NA,49520,12,NA,NA,NA,NA,NA,24.2,100,NA,NA,NA,NA,NA
"2024","Partial year: n=4 at 4/12 months","McDowell",12,12,NA,NA,NA,NA,NA,44893,12,NA,NA,NA,NA,NA,26.7,100,NA,NA,NA,NA,NA
